trial_id,model,A_word,B_word,A_len,B_len,A_popularity,B_popularity,A_upos,B_upos,A_domain,B_domain,A_abstraction,B_abstraction,A_polysemy,B_polysemy,identity_success,prompt,raw_response,parsed_answer
101,gpt-5,badminton,operation,0.437500,0.437500,0.599172,0.974439,NOUN,NOUN,noun.act,noun.process,0.925000,0.610000,0.000000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

badminton : badminton :: operation : ____",ANSWER: operation,operation
102,gpt-5,favoritism,roulette,0.500000,0.375000,0.241485,0.650673,NOUN,NOUN,noun.cognition,noun.act,0.232500,0.787500,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

favoritism : favoritism :: roulette : ____",ANSWER: roulette,roulette
103,gpt-5,herder,upwardly,0.250000,0.375000,0.176584,0.006020,NOUN,ADV,noun.person,adv.all,0.740000,0.412500,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

herder : herder :: upwardly : ____",ANSWER: upwardly,upwardly
104,gpt-5,meteor,island,0.250000,0.250000,0.720834,0.978980,NOUN,NOUN,noun.phenomenon,noun.artifact,0.990000,0.990000,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

meteor : meteor :: island : ____",ANSWER: island,island
105,gpt-5,ruby,extravaganza,0.125000,0.625000,0.852297,0.384208,NOUN,NOUN,noun.substance,noun.act,0.942500,0.395000,0.300000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ruby : ruby :: extravaganza : ____",ANSWER: extravaganza,extravaganza
106,gpt-5,mismatch,method,0.375000,0.250000,0.490470,0.966739,NOUN,NOUN,noun.cognition,noun.cognition,0.500000,0.352500,0.100000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

mismatch : mismatch :: method : ____",ANSWER: hod,hod
107,gpt-5,liberty,routing,0.312500,0.312500,0.919438,0.719794,NOUN,VERB,noun.act,verb.competition,0.212500,0.405000,0.400000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

liberty : liberty :: routing : ____",ANSWER: routing,routing
108,gpt-5,vacuum,invariably,0.250000,0.500000,0.876078,0.674853,NOUN,ADV,noun.artifact,adv.all,0.805000,0.230000,0.400000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

vacuum : vacuum :: invariably : ____",ANSWER: invariably,invariably
109,gpt-5,apparently,gynecology,0.500000,0.500000,0.966919,0.293586,ADV,NOUN,adv.all,noun.cognition,0.187500,0.625000,0.100000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

apparently : apparently :: gynecology : ____",ANSWER: gynaecology,gynaecology
110,gpt-5,trucking,invite,0.375000,0.250000,0.630973,0.913798,NOUN,NOUN,noun.act,noun.communication,0.680000,0.500000,0.100000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

trucking : trucking :: invite : ____",ANSWER: invite,invite
111,gpt-5,unopposed,stupor,0.437500,0.250000,0.305246,0.181804,ADJ,NOUN,adj.all,noun.feeling,0.312500,0.425000,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unopposed : unopposed :: stupor : ____",ANSWER: sprout,sprout
112,gpt-5,demonstrably,socialist,0.625000,0.437500,0.242365,0.900358,ADV,NOUN,adv.all,noun.person,0.250000,0.547500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

demonstrably : demonstrably :: socialist : ____",ANSWER: socialist,socialist
113,gpt-5,leukemia,mucous,0.375000,0.250000,0.682994,0.220364,NOUN,ADJ,noun.state,adj.pert,0.642500,0.792500,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

leukemia : leukemia :: mucous : ____",ANSWER: mucus,mucus
114,gpt-5,reprehensible,harvest,0.687500,0.312500,0.396008,0.864177,ADJ,NOUN,adj.all,noun.act,0.167500,0.750000,0.000000,0.500000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

reprehensible : reprehensible :: harvest : ____",ANSWER: harvest,harvest
115,gpt-5,orientation,spaghetti,0.562500,0.437500,0.867997,0.757155,NOUN,NOUN,noun.act,noun.food,0.357500,1.000000,0.500000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

orientation : orientation :: spaghetti : ____",ANSWER: western,western
116,gpt-5,following,fiftieth,0.437500,0.375000,0.993460,0.092582,VERB,NOUN,verb.perception,noun.relation,0.457500,0.510000,1.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

following : following :: fiftieth : ____",ANSWER: fiftieth,fiftieth
117,gpt-5,emancipation,approximation,0.625000,0.687500,0.597912,0.619732,NOUN,NOUN,noun.act,noun.act,0.342500,0.212500,0.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

emancipation : emancipation :: approximation : ____",ANSWER: approximation,approximation
118,gpt-5,tripping,drafting,0.375000,0.375000,0.706954,0.762395,VERB,VERB,verb.consumption,verb.creation,0.577500,0.620000,0.600000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

tripping : tripping :: drafting : ____",ANSWER: draughting,draughting
119,gpt-5,orbit,practicable,0.187500,0.562500,0.863697,0.290706,NOUN,ADJ,noun.attribute,adj.all,0.732500,0.232500,0.500000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

orbit : orbit :: practicable : ____",ANSWER: practicable,practicable
120,gpt-5,garbage,inactive,0.312500,0.375000,0.893478,0.751155,NOUN,ADJ,noun.substance,adj.all,0.922500,0.542500,0.200000,0.900000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

garbage : garbage :: inactive : ____",ANSWER: active,active
121,gpt-5,sternum,characteristic,0.312500,0.750000,0.217844,0.851457,NOUN,ADJ,noun.body,adj.all,0.922500,0.345000,0.000000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

sternum : sternum :: characteristic : ____",ANSWER: characteristic,characteristic
122,gpt-5,processing,unrivalled,0.500000,0.500000,0.934959,0.254645,NOUN,ADJ,noun.process,adj.all,0.257500,0.162500,0.700000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

processing : processing :: unrivalled : ____",ANSWER: unrivaled,unrivaled
123,gpt-5,irradiated,proofs,0.500000,0.250000,0.367627,0.641473,VERB,NOUN,verb.change,noun.act,0.365000,0.532500,0.200000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

irradiated : irradiated :: proofs : ____",ANSWER: proofs,proofs
124,gpt-5,sterling,axis,0.375000,0.125000,0.883178,0.862637,NOUN,NOUN,noun.possession,noun.artifact,0.732500,0.642500,0.100000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

sterling : sterling :: axis : ____",ANSWER: axial,axial
125,gpt-5,fort,experienced,0.125000,0.562500,0.933979,0.953159,NOUN,ADJ,noun.artifact,adj.all,0.930000,0.125000,0.400000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

fort : fort :: experienced : ____",ANSWER: expert,expert
126,gpt-5,cyborg,adjoining,0.250000,0.437500,0.564611,0.702474,NOUN,VERB,noun.person,verb.change,0.720000,0.482500,0.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cyborg : cyborg :: adjoining : ____",ANSWER: adjoining,adjoining
127,gpt-5,lecturer,pension,0.375000,0.312500,0.782396,0.900638,NOUN,NOUN,noun.person,noun.possession,0.835000,0.722500,0.100000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lecturer : lecturer :: pension : ____",ANSWER: pensioner,pensioner
128,gpt-5,disproportionately,plodding,1.000000,0.375000,0.608432,0.020560,ADV,VERB,adv.all,verb.motion,0.295000,0.410000,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

disproportionately : disproportionately :: plodding : ____",ANSWER: plodding,plodding
129,gpt-5,symposium,sharpshooter,0.437500,0.625000,0.742595,0.086982,NOUN,NOUN,noun.group,noun.artifact,0.645000,0.897500,0.000000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

symposium : symposium :: sharpshooter : ____",ANSWER: shooter,shooter
130,gpt-5,expertise,permit,0.437500,0.250000,0.870677,0.900618,NOUN,NOUN,noun.cognition,noun.animal,0.160000,0.607500,0.000000,0.500000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

expertise : expertise :: permit : ____",ANSWER: permits,permits
131,gpt-5,handsomely,revulsion,0.500000,0.437500,0.326607,0.172983,ADV,NOUN,adv.all,noun.feeling,0.267500,0.260000,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

handsomely : handsomely :: revulsion : ____",ANSWER: revulsion,revulsion
132,gpt-5,plunder,trapping,0.312500,0.375000,0.489330,0.645253,NOUN,VERB,noun.possession,verb.contact,0.527500,0.595000,0.400000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

plunder : plunder :: trapping : ____",ANSWER: trappings,trappings
133,gpt-5,risk,polo,0.125000,0.125000,0.980920,0.797856,NOUN,NOUN,noun.state,noun.act,0.157500,0.857500,0.500000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

risk : risk :: polo : ____",ANSWER: polo,polo
134,gpt-5,featured,date,0.375000,0.125000,0.932779,0.987920,VERB,NOUN,verb.stative,noun.group,0.380000,0.725000,0.300000,1.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

featured : featured :: date : ____",ANSWER: date,date
135,gpt-5,attendee,negligible,0.375000,0.500000,0.188684,0.651493,NOUN,ADJ,noun.person,adj.all,0.697500,0.162500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

attendee : attendee :: negligible : ____",ANSWER: negligible,negligible
136,gpt-5,petticoat,professionally,0.437500,0.750000,0.088362,0.794796,NOUN,ADV,noun.artifact,adv.all,0.920000,0.257500,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

petticoat : petticoat :: professionally : ____",ANSWER: professionally,professionally
137,gpt-5,pants,dyeing,0.187500,0.250000,0.937639,0.369427,NOUN,VERB,noun.event,verb.change,0.965000,0.667500,0.500000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

pants : pants :: dyeing : ____",ANSWER: dying,dying
138,gpt-5,homestead,contest,0.437500,0.312500,0.696274,0.943499,NOUN,NOUN,noun.possession,noun.act,0.767500,0.630000,0.300000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

homestead : homestead :: contest : ____",ANSWER: contest,contest
139,gpt-5,chimney,birthing,0.312500,0.375000,0.722374,0.378368,NOUN,NOUN,noun.artifact,noun.process,1.000000,0.605000,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

chimney : chimney :: birthing : ____",ANSWER: birthing,birthing
140,gpt-5,shit,paprika,0.125000,0.312500,0.993700,0.389428,NOUN,NOUN,noun.process,noun.plant,0.832500,1.000000,0.700000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

shit : shit :: paprika : ____",ANSWER: paprika,paprika
141,gpt-5,retribution,preoccupied,0.562500,0.562500,0.645953,0.585212,NOUN,VERB,noun.possession,verb.emotion,0.250000,0.315000,0.200000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

retribution : retribution :: preoccupied : ____",ANSWER: preoccupied,preoccupied
142,gpt-5,remainder,frosting,0.437500,0.375000,0.863417,0.456929,NOUN,VERB,noun.quantity,verb.contact,0.527500,0.965000,0.400000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

remainder : remainder :: frosting : ____",ANSWER: icing,icing
143,gpt-5,ratio,aggressively,0.187500,0.625000,0.923278,0.752855,NOUN,ADV,noun.relation,adv.all,0.387500,0.312500,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ratio : ratio :: aggressively : ____",ANSWER: aggressively,aggressively
144,gpt-5,wallop,molding,0.250000,0.312500,0.074821,0.545151,NOUN,VERB,noun.act,verb.contact,0.612500,0.847500,0.300000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

wallop : wallop :: molding : ____",ANSWER: moulding,moulding
145,gpt-5,normalcy,deviant,0.375000,0.312500,0.282986,0.443909,NOUN,NOUN,noun.state,noun.person,0.192500,0.260000,0.100000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

normalcy : normalcy :: deviant : ____",ANSWER: deviancy,deviancy
146,gpt-5,waterfront,moan,0.500000,0.125000,0.723234,0.641993,NOUN,NOUN,noun.location,noun.communication,0.917500,0.680000,0.000000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

waterfront : waterfront :: moan : ____",ANSWER: woman,woman
147,gpt-5,cause,bloomer,0.187500,0.312500,0.991200,0.129283,NOUN,NOUN,noun.communication,noun.act,0.357500,0.670000,0.600000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cause : cause :: bloomer : ____",ANSWER: bloomer,bloomer
148,gpt-5,lifetime,hurriedly,0.375000,0.437500,0.925999,0.250005,NOUN,ADV,noun.time,adv.all,0.287500,0.230000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lifetime : lifetime :: hurriedly : ____",ANSWER: hurriedly,hurriedly
149,gpt-5,translational,couple,0.687500,0.250000,0.417408,0.987000,ADJ,NOUN,adj.pert,noun.quantity,0.210000,0.732500,0.000000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

translational : translational :: couple : ____",ANSWER: couple,couple
150,gpt-5,naive,elliptical,0.187500,0.500000,0.791856,0.558651,ADJ,ADJ,adj.all,adj.all,0.212500,0.625000,0.400000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

naive : naive :: elliptical : ____",ANSWER: ellipsis,ellipsis
151,gpt-5,insurance,import,0.437500,0.250000,0.975500,0.878798,NOUN,NOUN,noun.possession,noun.cognition,0.465000,0.380000,0.200000,0.700000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

insurance : insurance :: import : ____",ANSWER: importance,importance
152,gpt-5,trembling,rapist,0.437500,0.250000,0.589592,0.746755,VERB,NOUN,verb.motion,noun.person,0.597500,0.830000,0.200000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

trembling : trembling :: rapist : ____",ANSWER: therapist,therapist
153,gpt-5,spices,decibel,0.250000,0.312500,0.719494,0.002740,NOUN,NOUN,noun.substance,noun.quantity,0.915000,0.475000,0.400000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

spices : spices :: decibel : ____",ANSWER: bel,bel
154,gpt-5,larceny,chute,0.312500,0.187500,0.342187,0.547731,NOUN,NOUN,noun.act,noun.artifact,0.400000,0.902500,0.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

larceny : larceny :: chute : ____",ANSWER: chute,chute
155,gpt-5,bid,shark,0.062500,0.187500,0.927999,0.878058,NOUN,NOUN,noun.communication,noun.animal,0.427500,0.982500,0.900000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

bid : bid :: shark : ____",ANSWER: shark,shark
156,gpt-5,eyeball,graveyard,0.312500,0.437500,0.492370,0.725435,NOUN,NOUN,noun.body,noun.location,0.980000,0.957500,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

eyeball : eyeball :: graveyard : ____",ANSWER: graveyard,graveyard
157,gpt-5,meld,foreground,0.125000,0.500000,0.184104,0.587212,NOUN,NOUN,noun.act,noun.artifact,0.465000,0.482500,0.300000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

meld : meld :: foreground : ____",ANSWER: foreground,foreground
158,gpt-5,launcher,sideline,0.375000,0.375000,0.642333,0.615932,NOUN,NOUN,noun.artifact,noun.act,0.717500,0.732500,0.100000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

launcher : launcher :: sideline : ____",ANSWER: sideline,sideline
159,gpt-5,chamomile,subordinate,0.437500,0.562500,0.083242,0.677114,NOUN,NOUN,noun.plant,noun.communication,0.925000,0.432500,0.000000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

chamomile : chamomile :: subordinate : ____",ANSWER: subordinate,subordinate
160,gpt-5,hotel,self,0.187500,0.125000,0.976200,0.988740,NOUN,NOUN,noun.artifact,noun.cognition,0.982500,0.525000,0.000000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

hotel : hotel :: self : ____",ANSWER: itself,itself
161,gpt-5,thrower,pound,0.312500,0.187500,0.338907,0.916418,NOUN,NOUN,noun.person,noun.quantity,0.615000,0.902500,0.200000,1.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

thrower : thrower :: pound : ____",ANSWER: pounder,pounder
162,gpt-5,passage,salsa,0.312500,0.187500,0.909078,0.711894,NOUN,NOUN,noun.communication,noun.food,0.700000,0.925000,0.900000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

passage : passage :: salsa : ____",ANSWER: sauce,sauce
163,gpt-5,blender,creeper,0.312500,0.312500,0.671653,0.377548,NOUN,NOUN,noun.artifact,noun.plant,1.000000,0.620000,0.000000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

blender : blender :: creeper : ____",ANSWER: creeper,creeper
164,gpt-5,unexplored,probably,0.500000,0.375000,0.322066,0.991520,ADJ,ADV,adj.all,adv.all,0.197500,0.182500,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unexplored : unexplored :: probably : ____",ANSWER: probably,probably
165,gpt-5,ridiculous,masquerade,0.500000,0.500000,0.934879,0.455829,ADJ,NOUN,adj.all,noun.artifact,0.197500,0.587500,0.200000,0.400000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

ridiculous : ridiculous :: masquerade : ____",ANSWER: charade,charade
166,gpt-5,stone,unrequited,0.187500,0.500000,0.966499,0.235605,NOUN,ADJ,noun.object,adj.all,0.930000,0.250000,1.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

stone : stone :: unrequited : ____",ANSWER: love,love
167,gpt-5,moving,sixty,0.250000,0.187500,0.979580,0.840457,VERB,NOUN,verb.motion,noun.quantity,0.705000,0.640000,1.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

moving : moving :: sixty : ____",ANSWER: sixty,sixty
168,gpt-5,plunger,exploitation,0.312500,0.625000,0.357487,0.819156,NOUN,NOUN,noun.artifact,noun.act,0.990000,0.175000,0.300000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

plunger : plunger :: exploitation : ____",ANSWER: exploiter,exploiter
169,gpt-5,poll,scammer,0.125000,0.312500,0.920638,0.380828,NOUN,NOUN,noun.animal,noun.person,0.577500,0.640000,0.800000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

poll : poll :: scammer : ____",ANSWER: scam,scam
170,gpt-5,internally,grading,0.500000,0.312500,0.792336,0.687594,ADV,VERB,adv.all,verb.contact,0.465000,0.417500,0.000000,0.600000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

internally : internally :: grading : ____",ANSWER: grading,grading
171,gpt-5,leeches,asylum,0.312500,0.250000,0.316866,0.856077,NOUN,NOUN,noun.person,noun.artifact,0.910000,0.852500,0.200000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

leeches : leeches :: asylum : ____",ANSWER: asylum,asylum
172,gpt-5,cranium,snowflake,0.312500,0.437500,0.105682,0.578592,NOUN,NOUN,noun.body,noun.animal,0.875000,0.940000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cranium : cranium :: snowflake : ____",ANSWER: snowflake,snowflake
173,gpt-5,illuminated,trailblazer,0.562500,0.562500,0.700694,0.181364,VERB,NOUN,verb.cognition,noun.person,0.665000,0.370000,0.300000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

illuminated : illuminated :: trailblazer : ____",ANSWER: trailblazer,trailblazer
174,gpt-5,tops,plodding,0.125000,0.375000,0.871517,0.020560,NOUN,VERB,noun.attribute,verb.motion,0.707500,0.410000,1.000000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

tops : tops :: plodding : ____",ANSWER: pants,pants
175,gpt-5,exasperated,web,0.562500,0.062500,0.376688,0.962359,VERB,NOUN,verb.emotion,noun.animal,0.275000,0.842500,0.300000,0.700000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

exasperated : exasperated :: web : ____",ANSWER: web,web
176,gpt-5,semantic,undeserved,0.375000,0.500000,0.655253,0.150603,ADJ,ADJ,adj.pert,adj.all,0.205000,0.267500,0.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

semantic : semantic :: undeserved : ____",ANSWER: deserved,deserved
177,gpt-5,pussycat,cinematographer,0.375000,0.812500,0.209944,0.328647,NOUN,NOUN,noun.person,noun.person,0.947500,0.830000,0.100000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

pussycat : pussycat :: cinematographer : ____",ANSWER: cinematographer,cinematographer
178,gpt-5,productively,input,0.625000,0.187500,0.054541,0.920958,ADV,NOUN,adv.all,noun.communication,0.207500,0.375000,0.000000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

productively : productively :: input : ____",ANSWER: input,input
179,gpt-5,unlisted,bracing,0.375000,0.312500,0.198624,0.506330,ADJ,NOUN,adj.all,noun.artifact,0.365000,0.535000,0.100000,0.500000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

unlisted : unlisted :: bracing : ____",ANSWER: bracing,bracing
180,gpt-5,maggot,backwater,0.250000,0.437500,0.239425,0.296166,NOUN,NOUN,noun.animal,noun.location,0.992500,0.510000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

maggot : maggot :: backwater : ____",ANSWER: backwater,backwater
181,gpt-5,herb,payload,0.125000,0.312500,0.798816,0.636953,NOUN,NOUN,noun.food,noun.artifact,0.892500,0.705000,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

herb : herb :: payload : ____",ANSWER: payload,payload
182,gpt-5,lymph,canter,0.187500,0.250000,0.551431,0.187944,NOUN,NOUN,noun.body,noun.act,0.620000,0.605000,0.000000,0.300000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

lymph : lymph :: canter : ____",ANSWER: cantor,cantor
183,gpt-5,choke,newsflash,0.187500,0.437500,0.783536,0.044141,NOUN,NOUN,noun.artifact,noun.communication,0.742500,0.705000,1.000000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

choke : choke :: newsflash : ____",ANSWER: stop-press,stop-press
184,gpt-5,suede,bouncing,0.187500,0.375000,0.578312,0.741555,NOUN,VERB,noun.artifact,verb.possession,0.810000,0.732500,0.100000,0.900000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

suede : suede :: bouncing : ____",ANSWER: bouncing,bouncing
185,gpt-5,summation,twine,0.437500,0.187500,0.355987,0.363887,NOUN,NOUN,noun.group,noun.artifact,0.337500,0.757500,0.300000,0.400000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

summation : summation :: twine : ____",ANSWER: twine,twine
186,gpt-5,equestrian,frostbite,0.500000,0.437500,0.552711,0.302126,ADJ,NOUN,adj.pert,noun.state,0.740000,0.832500,0.200000,0.000000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

equestrian : equestrian :: frostbite : ____",ANSWER: frostbitten,frostbitten
187,gpt-5,silt,chemist,0.125000,0.312500,0.388308,0.705654,NOUN,NOUN,noun.substance,noun.person,0.927500,0.810000,0.100000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

silt : silt :: chemist : ____",ANSWER: chemist,chemist
188,gpt-5,exploit,rooftop,0.312500,0.312500,0.816476,0.719834,NOUN,NOUN,noun.act,noun.location,0.170000,0.965000,0.300000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

exploit : exploit :: rooftop : ____",ANSWER: rooftop,rooftop
189,gpt-5,dogmatic,anthropologist,0.375000,0.750000,0.369587,0.530871,ADJ,NOUN,adj.all,noun.person,0.222500,0.750000,0.200000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

dogmatic : dogmatic :: anthropologist : ____",ANSWER: anthropologist,anthropologist
190,gpt-5,persecuting,bucking,0.562500,0.312500,0.066241,0.261925,VERB,VERB,verb.social,verb.social,0.277500,0.702500,0.000000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

persecuting : persecuting :: bucking : ____",ANSWER: bucking,bucking
191,gpt-5,faithfulness,typesetting,0.625000,0.562500,0.421648,0.006300,NOUN,VERB,noun.attribute,verb.creation,0.180000,0.605000,0.000000,0.000000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

faithfulness : faithfulness :: typesetting : ____",ANSWER: typesetting,typesetting
192,gpt-5,clang,removable,0.187500,0.437500,0.094462,0.600832,NOUN,ADJ,noun.event,adj.all,0.740000,0.370000,0.100000,0.100000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

clang : clang :: removable : ____",ANSWER: movable,movable
193,gpt-5,muzzle,learning,0.250000,0.375000,0.612092,0.974499,NOUN,VERB,noun.animal,verb.cognition,0.897500,0.535000,0.600000,0.700000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

muzzle : muzzle :: learning : ____",ANSWER: learn,learn
194,gpt-5,inlay,tonic,0.187500,0.187500,0.145763,0.649873,NOUN,NOUN,noun.artifact,noun.communication,0.602500,0.775000,0.200000,0.800000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

inlay : inlay :: tonic : ____",ANSWER: tonic,tonic
195,gpt-5,decomposition,hydra,0.687500,0.187500,0.587932,0.612772,NOUN,NOUN,noun.state,noun.object,0.525000,0.572500,0.400000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

decomposition : decomposition :: hydra : ____",ANSWER: hydra,hydra
196,gpt-5,informational,betrayal,0.687500,0.375000,0.539871,0.769835,ADJ,NOUN,adj.pert,noun.act,0.260000,0.190000,0.000000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

informational : informational :: betrayal : ____",ANSWER: betrayal,betrayal
197,gpt-5,arresting,northerly,0.437500,0.437500,0.702294,0.382008,VERB,ADV,verb.contact,adv.all,0.460000,0.480000,0.400000,0.300000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

arresting : arresting :: northerly : ____",ANSWER: northerly,northerly
198,gpt-5,credit,denier,0.250000,0.250000,0.978580,0.214324,NOUN,NOUN,noun.cognition,noun.person,0.427500,0.370000,1.000000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

credit : credit :: denier : ____",ANSWER: reined,reined
199,gpt-5,doom,outflow,0.125000,0.312500,0.810836,0.426909,NOUN,NOUN,noun.event,noun.object,0.125000,0.577500,0.300000,0.200000,0,"Complete the analogy. Reply ONLY as: ANSWER: <word>

doom : doom :: outflow : ____",ANSWER: inflow,inflow
200,gpt-5,scored,samurai,0.250000,0.312500,0.952719,0.757335,VERB,NOUN,verb.contact,noun.person,0.542500,0.875000,0.600000,0.100000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

scored : scored :: samurai : ____",ANSWER: samurai,samurai
201,gpt-5,cucumber,basil,0.375000,0.187500,0.662373,0.759855,NOUN,NOUN,noun.food,noun.person,0.957500,0.940000,0.100000,0.200000,1,"Complete the analogy. Reply ONLY as: ANSWER: <word>

cucumber : cucumber :: basil : ____",ANSWER: basil,basil
