participant_id,item_order,cycle,triple_id,relation_key,A,B,C
30,9,1,303,part_whole,profile,bio,prison
30,10,1,157,class_inclusion,skirt,poodle-skirt,dimension
30,11,2,241,contrast,depart,come,functional
30,12,1,32,attribute,films,artistic,greece
30,13,2,408,similar,pretend,play,estimate
30,14,2,416,similar,preserve,keep,breaking
30,15,3,236,contrast,upwards,declined,harder
30,16,2,75,case_relations,broadcast,show,dentist
30,17,3,233,contrast,concentrated,goofed-off,advances
30,18,1,30,attribute,junk,trashy,eruption
30,19,2,195,class_inclusion,situation,emergency,display
30,20,3,81,case_relations,locks,door,leaking
31,1,2,464,space_time,dock,plank,wartime
31,2,3,423,similar,marked,wrote,picked
31,3,3,70,case_relations,digs,hole,carry
31,4,1,199,class_inclusion,instrumentation,brass,toes
31,5,2,399,reference,estimates,valuations,symbols
31,6,2,66,case_relations,operators,addition,competitors
31,7,3,45,attribute,chicken,edible,rainbow
31,8,2,316,part_whole,transportation,vehicle,telescope
31,9,3,260,non_attribute,mistakes,accurate,terror
31,10,1,86,case_relations,wastes,trash,pupil
31,11,1,334,part_whole,evaluation,conclusion,radiator
31,12,1,487,space_time,weekends,relaxation,hells
31,13,1,371,reference,listing,property,catalog
31,14,2,312,part_whole,crafts,material,profile
31,15,3,475,space_time,metropolis,tower,hells
31,16,1,88,case_relations,pupil,flashcards,journalists
31,17,3,192,class_inclusion,religion,Catholicism,harm
31,18,2,488,space_time,woods,deer,village
31,19,2,113,cause_purpose,blender,puree,wineries
31,20,3,237,contrast,specialized,generalized,forgotten
32,1,2,298,non_attribute,germ,clean,blues
32,2,3,257,non_attribute,overheating,cool,junior
32,3,1,285,non_attribute,bang,peaceful,skyscraper
32,4,1,308,part_whole,militia,soldier,church
32,5,1,208,contrast,contracts,expands,functional
32,6,3,329,part_whole,knight,helmet,church
32,7,1,44,attribute,rat,mouselike,films
32,8,1,173,class_inclusion,situation,first-date,outfit
32,9,3,253,non_attribute,heights,shallow,zombies
32,10,3,127,cause_purpose,kettle,tea,sketch
32,11,3,317,part_whole,storage,box,labour
32,12,1,179,class_inclusion,table,picnic-table,monitor
32,13,2,402,similar,exchanged,gave,warning
32,14,2,427,similar,teaching,educating,instant
32,15,3,128,cause_purpose,band,music,weapons
32,16,2,497,space_time,paradise,bliss,afternoon
32,17,2,239,contrast,broke,wealthy,plain
32,18,2,442,similar,collection,group,predicted
32,19,1,478,space_time,hells,heat,meeting
32,20,3,467,space_time,village,villager,colleges
33,1,1,74,case_relations,stamping,letter,competitors
33,2,1,470,space_time,metropolis,skyscraper,pier
33,3,2,485,space_time,colleges,classes,autumn
33,4,2,282,non_attribute,fossils,new,errors
33,5,1,323,part_whole,labour,laborer,radiator
33,6,3,160,class_inclusion,exams,MCAT,sport
33,7,2,365,reference,bets,opinion,diagram
33,8,2,193,class_inclusion,fitness,cardiovascular,harm
33,9,3,47,attribute,song,audible,parties
33,10,1,106,cause_purpose,shoes,protection,waste
33,11,2,100,case_relations,stamping,mail,charges
33,12,1,297,non_attribute,fairytale,truthful,torpedo
33,13,3,340,part_whole,galaxy,planet,cabinet
33,14,2,483,space_time,pier,boat,dusk
33,15,2,8,attribute,grids,square,indonesia
33,16,1,498,space_time,morning,sun,subway
33,17,3,80,case_relations,wastes,time,broadcast
33,18,3,355,reference,catalog,items,kilometers
33,19,3,462,space_time,village,hut,dock
33,20,1,82,case_relations,educate,classroom,broadcast
34,1,1,89,case_relations,dodge,danger,sketch
34,2,1,477,space_time,meeting,notes,conferences
34,3,1,255,non_attribute,cookie,spicy,land
34,4,1,463,space_time,village,road,cities
34,5,3,99,case_relations,smoker,cigar,government
34,6,3,173,class_inclusion,situation,first-date,outfit
34,7,3,271,non_attribute,trash,clean,dust
34,8,2,1,attribute,sirens,loud,aluminum
34,9,2,54,case_relations,pirates,hook,academics
34,10,2,233,contrast,concentrated,goofed-off,advances
34,11,2,274,non_attribute,boiler,chilled,mistakes
34,12,3,334,part_whole,evaluation,conclusion,radiator
34,13,3,193,class_inclusion,fitness,cardiovascular,harm
34,14,3,161,class_inclusion,tier,professional,ventilation
34,15,1,169,class_inclusion,tier,premium,charts
34,16,3,287,non_attribute,gibberish,english,tornado
34,17,2,407,similar,breaking,snapping,induced
34,18,2,207,contrast,encouraging,discouraging,utility
34,19,1,483,space_time,pier,boat,dusk
34,20,2,209,contrast,stays,leaves,encouraging
35,1,3,48,attribute,branches,twiggy,appointment
35,2,3,164,class_inclusion,sport,golf,craftsmen
35,3,1,445,similar,bothers,irritates,classes
35,4,1,473,space_time,cities,streets,savannah
35,5,2,109,cause_purpose,stomach,digestion,cavity
35,6,1,397,reference,coupon,discount,badge
35,7,2,355,reference,catalog,items,kilometers
35,8,1,459,space_time,caribbean,island,paradise
35,9,1,246,contrast,ending,beginning,defend
35,10,3,71,case_relations,operators,train,panther
35,11,3,342,part_whole,militia,commander,earth
35,12,2,49,attribute,appointment,scheduled,popcorn
35,13,3,138,cause_purpose,snowing,snowdays,stomach
35,14,2,98,case_relations,carry,bag,erase
35,15,1,232,contrast,smooth,difficult,defend
35,16,1,61,case_relations,pupil,exam,businessman
35,17,2,452,space_time,rivers,water,oxford
35,18,3,113,cause_purpose,blender,puree,wineries
35,19,2,224,contrast,upwards,downwards,lesser
35,20,3,30,attribute,junk,trashy,eruption
36,1,2,51,case_relations,poisons,murder,broadcast
36,2,2,254,non_attribute,enemies,friendly,junior
36,3,2,246,contrast,ending,beginning,defend
36,4,2,288,non_attribute,excitement,bored,sunroof
36,5,3,121,cause_purpose,oder,smell,politician
36,6,2,222,contrast,familiar,foreign,tired
36,7,1,96,case_relations,educate,tutorial,canceling
36,8,1,366,reference,symbols,objects,passports
36,9,2,197,class_inclusion,action,laughing,relative
36,10,3,11,attribute,chicken,flightless,squirrel
36,11,2,21,attribute,dish,flat,cowboy
36,12,1,60,case_relations,government,legislation,shaves
36,13,1,128,cause_purpose,band,music,weapons
36,14,3,184,class_inclusion,story,myth,analysis
36,15,3,67,case_relations,subscribe,netflix,educate
36,16,1,485,space_time,colleges,classes,autumn
36,17,1,152,class_inclusion,tribes,Navajo,organs
36,18,3,214,contrast,depart,stay,ending
36,19,3,125,cause_purpose,journalists,articles,cavity
36,20,1,176,class_inclusion,action,exit,tribes
37,1,1,443,similar,classes,seminars,irritation
37,2,2,81,case_relations,locks,door,leaking
37,3,1,329,part_whole,knight,helmet,church
37,4,3,221,contrast,concentrated,dispersed,silence
37,5,1,90,case_relations,wolverine,claw,nodded
37,6,3,83,case_relations,eat,snack,broadcast
37,7,2,79,case_relations,pupil,pencil,broadcast
37,8,1,33,attribute,taxi,callable,popcorn
37,9,2,212,contrast,feminine,masculine,contracts
37,10,1,118,cause_purpose,alarm,waking,sickness
37,11,2,324,part_whole,education,class,conference
37,12,3,64,case_relations,smoker,cigarette,dodge
37,13,1,37,attribute,squirrel,furry,air
37,14,2,211,contrast,starts,ends,preserved
37,15,3,428,similar,beauty,elegance,delight
37,16,3,315,part_whole,galaxy,Earth,countryside
37,17,2,323,part_whole,labour,laborer,radiator
37,18,3,25,attribute,fires,warm,heroin
37,19,2,80,case_relations,wastes,time,broadcast
37,20,3,114,cause_purpose,blossom,scent,kettle
38,1,2,460,space_time,lakes,water,graveyard
38,2,3,477,space_time,meeting,notes,conferences
38,3,2,182,class_inclusion,tier,entry-level,capability
38,4,1,387,reference,vouchers,credit,certifications
38,5,1,269,non_attribute,fairytale,true,athlete
38,6,2,157,class_inclusion,skirt,poodle-skirt,dimension
38,7,3,117,cause_purpose,blossom,bloom,blender
38,8,2,490,space_time,daytime,sun,holidays
38,9,3,294,non_attribute,routine,exhilarating,zombies
38,10,1,229,contrast,harder,easier,defend
38,11,1,58,case_relations,bang,bomb,proclaim
38,12,2,396,reference,news,story,sirens
38,13,2,175,class_inclusion,table,bedside,basket
38,14,1,17,attribute,aluminum,thin,copper
38,15,3,59,case_relations,competitors,race,journalists
38,16,3,385,reference,catalog,list,likeness
38,17,3,235,contrast,enlarged,shrunk,specialized
38,18,3,426,similar,warning,alert,pinnacle
38,19,1,357,reference,census,population,memoir
38,20,1,360,reference,prizes,accomplishment,symbols
39,1,2,476,space_time,wartime,weapon,holiday
39,2,3,60,case_relations,government,legislation,shaves
39,3,2,423,similar,marked,wrote,picked
39,4,3,157,class_inclusion,skirt,poodle-skirt,dimension
39,5,2,272,non_attribute,dwarfs,tall,injustices
39,6,3,2,attribute,branches,wooden,sunshine
39,7,1,195,class_inclusion,situation,emergency,display
39,8,1,424,similar,warning,alarm,icy
39,9,1,22,attribute,thorn,spikey,squirrel
39,10,2,11,attribute,chicken,flightless,squirrel
39,11,1,448,similar,sprung,emerged,notions
39,12,2,418,similar,wondering,pondering,classes
39,13,2,141,cause_purpose,poisons,illness,punches
39,14,3,399,reference,estimates,valuations,symbols
39,15,1,191,class_inclusion,organs,heart,label
39,16,3,417,similar,beauty,grace,bothers
39,17,2,409,similar,sprung,jumped,classes
39,18,1,12,attribute,aluminum,grey,cells
39,19,1,87,case_relations,erase,mistake,smoker
39,20,3,280,non_attribute,routine,novel,germ
40,1,2,12,attribute,aluminum,grey,cells
40,2,1,131,cause_purpose,stomach,growling,cologne
40,3,1,396,reference,news,story,sirens
40,4,1,363,reference,notes,material,report
40,5,2,390,reference,address,location,polls
40,6,1,420,similar,bells,jingles,picked
40,7,2,116,cause_purpose,government,rules,dogs
40,8,3,365,reference,bets,opinion,diagram
40,9,2,172,class_inclusion,lakes,Superior,section
40,10,3,141,cause_purpose,poisons,illness,punches
40,11,2,205,contrast,silence,noise,advances
40,12,1,62,case_relations,crabs,claw,leaking
40,13,3,318,part_whole,maps,legend,cabinet
40,14,3,191,class_inclusion,organs,heart,label
40,15,1,57,case_relations,shaves,hair,charges
40,16,2,305,part_whole,chicken,thigh,gym
40,17,3,285,non_attribute,bang,peaceful,skyscraper
40,18,3,389,reference,symbols,concepts,address
40,19,2,112,cause_purpose,academics,learning,kettle
40,20,3,249,contrast,goodness,evil,intellectual
41,1,3,168,class_inclusion,basket,picnic-basket,hat
41,2,1,412,similar,instant,second,bothers
41,3,1,204,contrast,broke,rich,direct
41,4,2,459,space_time,caribbean,island,paradise
41,5,2,119,cause_purpose,meme,laughter,mug
41,6,2,265,non_attribute,rains,dry,trash
41,7,2,160,class_inclusion,exams,MCAT,sport
41,8,3,202,contrast,defend,attack,contracts
41,9,2,24,attribute,branches,spikey,pumpkin
41,10,1,111,cause_purpose,bang,noise,boiler
41,11,3,28,attribute,hens,fluffy,sirens
41,12,2,413,similar,preserve,store,predicted
41,13,1,311,part_whole,arrows,arrowhead,prison
41,14,3,328,part_whole,resume,job,tomb
41,15,1,205,contrast,silence,noise,advances
41,16,3,4,attribute,pupils,black,junk
41,17,1,312,part_whole,crafts,material,profile
41,18,3,295,non_attribute,weights,light,routine
41,19,1,163,class_inclusion,exams,pop-quiz,poll
41,20,3,407,similar,breaking,snapping,induced
42,1,1,299,non_attribute,whales,miniscule,loves
42,2,3,131,cause_purpose,stomach,growling,cologne
42,3,3,409,similar,sprung,jumped,classes
42,4,2,492,space_time,hells,devil,pier
42,5,2,214,contrast,depart,stay,ending
42,6,1,218,contrast,smooth,rough,ending
42,7,1,256,non_attribute,loves,hateful,dwarfs
42,8,2,321,part_whole,evaluation,rating,transportation
42,9,1,95,case_relations,panther,fangs,sing
42,10,1,425,similar,nicer,kinder,upsetting
42,11,2,25,attribute,fires,warm,heroin
42,12,3,230,contrast,smooth,choppy,lying
42,13,1,97,case_relations,rains,umbrella,waste
42,14,1,423,similar,marked,wrote,picked
42,15,3,66,case_relations,operators,addition,competitors
42,16,3,62,case_relations,crabs,claw,leaking
42,17,2,392,reference,disciplines,ideas,coupon
42,18,2,4,attribute,pupils,black,junk
42,19,3,405,similar,pinnacle,top,collection
42,20,2,2,attribute,branches,wooden,sunshine
43,1,2,267,non_attribute,athlete,unathletic,weights
43,2,2,92,case_relations,proclaim,speech,shaves
43,3,1,405,similar,pinnacle,top,collection
43,4,2,451,space_time,kansas,field,holiday
43,5,3,380,reference,agendas,schedules,news
43,6,3,449,similar,notions,concepts,prize
43,7,3,439,similar,delight,joy,involved
43,8,1,434,similar,amazing,splended,teaching
43,9,1,224,contrast,upwards,downwards,lesser
43,10,1,302,part_whole,basket,handle,tomb
43,11,3,148,cause_purpose,politician,legislation,punches
43,12,1,66,case_relations,operators,addition,competitors
43,13,3,88,case_relations,pupil,flashcards,journalists
43,14,2,394,reference,polls,opinions,ambassadors
43,15,2,334,part_whole,evaluation,conclusion,radiator
43,16,3,402,similar,exchanged,gave,warning
43,17,2,276,non_attribute,alarm,soft,relic
43,18,2,268,non_attribute,land,liquid,rains
43,19,3,167,class_inclusion,craftsmen,blacksmith,tier
43,20,1,390,reference,address,location,polls
44,1,1,184,class_inclusion,story,myth,analysis
44,2,2,315,part_whole,galaxy,Earth,countryside
44,3,3,198,class_inclusion,attachment,button,lakes
44,4,1,149,cause_purpose,movie,entertainment,cars
44,5,1,247,contrast,tired,energetic,broke
44,6,1,452,space_time,rivers,water,oxford
44,7,3,361,reference,symbols,entity,handshake
44,8,3,433,similar,functioning,working,wondering
44,9,1,248,contrast,plain,detailed,applied
44,10,3,9,attribute,eruption,hot,comedy
44,11,3,147,cause_purpose,pencils,notetaking,stomach
44,12,3,170,class_inclusion,outfit,swimwear,table
44,13,2,434,similar,amazing,splended,teaching
44,14,2,166,class_inclusion,crafts,knitting,craftsmen
44,15,3,242,contrast,encouraging,demoralizing,enlarged
44,16,2,131,cause_purpose,stomach,growling,cologne
44,17,2,400,reference,badge,accomplishment,estimates
44,18,1,13,attribute,greece,beachy,squirrel
44,19,2,431,similar,wounded,injured,soften
44,20,1,46,attribute,matrices,rectangular,fires
45,1,3,326,part_whole,church,pastor,organs
45,2,2,333,part_whole,subway,sandwich,midwest
45,3,1,389,reference,symbols,concepts,address
45,4,2,142,cause_purpose,lecturers,studying,concerts
45,5,3,498,space_time,morning,sun,subway
45,6,2,190,class_inclusion,dimension,time,relationship
45,7,2,187,class_inclusion,education,college,disasters
45,8,1,258,non_attribute,nervousness,calm,gibberish
45,9,3,350,part_whole,storage,compartment,radish
45,10,1,77,case_relations,eat,brunch,sketch
45,11,1,355,reference,catalog,items,kilometers
45,12,2,437,similar,collect,gather,bothers
45,13,3,203,contrast,lies,truths,rejects
45,14,1,49,attribute,appointment,scheduled,popcorn
45,15,2,227,contrast,advances,setbacks,familiar
45,16,3,373,reference,flashback,event,polls
45,17,2,475,space_time,metropolis,tower,hells
45,18,3,76,case_relations,defend,castle,politician
45,19,1,322,part_whole,skirt,waistband,furnace
45,20,1,318,part_whole,maps,legend,cabinet
46,1,2,47,attribute,song,audible,parties
46,2,3,444,similar,presents,showcases,beast
46,3,2,107,cause_purpose,concerts,music,boiler
46,4,3,320,part_whole,portfolio,paper,basket
46,5,1,140,cause_purpose,band,albums,stomach
46,6,3,65,case_relations,businessman,meetings,digs
46,7,2,448,similar,sprung,emerged,notions
46,8,3,210,contrast,broken,amended,wisdom
46,9,3,218,contrast,smooth,rough,ending
46,10,2,99,case_relations,smoker,cigar,government
46,11,2,41,attribute,greece,historic,lions
46,12,1,466,space_time,heaven,angel,subway
46,13,3,149,cause_purpose,movie,entertainment,cars
46,14,1,388,reference,passports,person,blueprint
46,15,1,331,part_whole,countryside,plain,telescope
46,16,3,105,cause_purpose,punches,pain,oder
46,17,2,404,similar,estimate,guess,nicer
46,18,2,446,similar,teaching,instructing,classes
46,19,1,108,cause_purpose,batteries,charging,oder
46,20,1,189,class_inclusion,story,legend,toes
47,1,2,269,non_attribute,fairytale,true,athlete
47,2,3,188,class_inclusion,action,flee,skirt
47,3,1,80,case_relations,wastes,time,broadcast
47,4,3,491,space_time,nights,darkness,dusk
47,5,3,343,part_whole,analysis,unit,demonstration
47,6,2,102,cause_purpose,booklet,education,stomach
47,7,1,24,attribute,branches,spikey,pumpkin
47,8,2,467,space_time,village,villager,colleges
47,9,3,437,similar,collect,gather,bothers
47,10,1,244,contrast,growth,stagnation,familiar
47,11,3,359,reference,news,incidence,motif
47,12,1,187,class_inclusion,education,college,disasters
47,13,2,411,similar,predicted,guessed,instant
47,14,2,368,reference,discography,artist,writings
47,15,3,319,part_whole,furnace,boiler,chicken
47,16,2,447,similar,awful,terrible,functioning
47,17,1,239,contrast,broke,wealthy,plain
47,18,1,84,case_relations,broadcast,signal,canceling
47,19,3,283,non_attribute,torpedo,sluggish,disinformation
47,20,1,142,cause_purpose,lecturers,studying,concerts
48,1,3,140,cause_purpose,band,albums,stomach
48,2,1,241,contrast,depart,come,functional
48,3,2,168,class_inclusion,basket,picnic-basket,hat
48,4,1,492,space_time,hells,devil,pier
48,5,2,383,reference,memoir,story,prizes
48,6,3,261,non_attribute,cookie,frozen,fluid
48,7,3,292,non_attribute,rains,dehydrated,smiles
48,8,1,342,part_whole,militia,commander,earth
48,9,1,40,attribute,pasta,cheesy,farmers
48,10,1,332,part_whole,maps,scale,labour
48,11,1,495,space_time,carnival,ride,weekends
48,12,2,147,cause_purpose,pencils,notetaking,stomach
48,13,2,426,similar,warning,alert,pinnacle
48,14,2,350,part_whole,storage,compartment,radish
48,15,3,102,cause_purpose,booklet,education,stomach
48,16,2,154,class_inclusion,wines,Cabernet,capability
48,17,3,13,attribute,greece,beachy,squirrel
48,18,3,376,reference,vouchers,discount,marker
48,19,2,152,class_inclusion,tribes,Navajo,organs
48,20,1,11,attribute,chicken,flightless,squirrel
49,1,3,276,non_attribute,alarm,soft,relic
49,2,2,360,reference,prizes,accomplishment,symbols
49,3,1,91,case_relations,traveler,flight,crabs
49,4,1,484,space_time,graveyard,tomb,homes
49,5,3,175,class_inclusion,table,bedside,basket
49,6,1,460,space_time,lakes,water,graveyard
49,7,2,202,contrast,defend,attack,contracts
49,8,3,415,similar,amazing,great,presented
49,9,2,42,attribute,diamonds,bright,fires
49,10,3,255,non_attribute,cookie,spicy,land
49,11,3,247,contrast,tired,energetic,broke
49,12,2,90,case_relations,wolverine,claw,nodded
49,13,2,339,part_whole,analysis,description,portfolio
49,14,1,134,cause_purpose,kettle,heat,sickness
49,15,1,399,reference,estimates,valuations,symbols
49,16,3,391,reference,diagram,system,writings
49,17,2,71,case_relations,operators,train,panther
49,18,3,41,attribute,greece,historic,lions
49,19,1,155,class_inclusion,regimes,Nazis,craftsmen
49,20,2,308,part_whole,militia,soldier,church
50,1,2,169,class_inclusion,tier,premium,charts
50,2,3,239,contrast,broke,wealthy,plain
50,3,3,222,contrast,familiar,foreign,tired
50,4,3,406,similar,fathers,dads,presents
50,5,3,208,contrast,contracts,expands,functional
50,6,1,21,attribute,dish,flat,cowboy
50,7,1,188,class_inclusion,action,flee,skirt
50,8,2,16,attribute,rat,nocturnal,logs
50,9,2,184,class_inclusion,story,myth,analysis
50,10,1,376,reference,vouchers,discount,marker
50,11,1,43,attribute,sunshine,radiant,branches
50,12,2,471,space_time,clinics,doctor,graveyard
50,13,3,451,space_time,kansas,field,holiday
50,14,3,358,reference,likeness,person,agendas
50,15,3,333,part_whole,subway,sandwich,midwest
50,16,1,467,space_time,village,villager,colleges
50,17,2,299,non_attribute,whales,miniscule,loves
50,18,1,351,reference,deal,agreement,marker
50,19,1,486,space_time,disneyland,rides,clinics
50,20,2,137,cause_purpose,concerts,noise,question
51,1,2,146,cause_purpose,threat,panic,pirates
51,2,3,171,class_inclusion,charts,bar-chart,section
51,3,3,483,space_time,pier,boat,dusk
51,4,1,277,non_attribute,loves,resentful,nervousness
51,5,3,256,non_attribute,loves,hateful,dwarfs
51,6,2,370,reference,token,value,agendas
51,7,1,410,similar,prize,winning,buck
51,8,2,151,class_inclusion,exams,SAT,brand
51,9,1,454,space_time,conferences,session,cave
51,10,1,373,reference,flashback,event,polls
51,11,1,145,cause_purpose,ovens,cooking,meme
51,12,2,341,part_whole,scissors,handle,analysis
51,13,2,466,space_time,heaven,angel,subway
51,14,2,188,class_inclusion,action,flee,skirt
51,15,1,79,case_relations,pupil,pencil,broadcast
51,16,2,481,space_time,woods,wildlife,colleges
51,17,3,92,case_relations,proclaim,speech,shaves
51,18,3,381,reference,questionnaires,population,diagram
51,19,3,265,non_attribute,rains,dry,trash
51,20,1,284,non_attribute,ovens,frozen,mistakes
52,1,1,38,attribute,grids,organized,pumpkin
52,2,1,230,contrast,smooth,choppy,lying
52,3,3,49,attribute,appointment,scheduled,popcorn
52,4,2,326,part_whole,church,pastor,organs
52,5,2,252,non_attribute,athlete,overweight,injustices
52,6,2,29,attribute,woods,dense,elephants
52,7,3,174,class_inclusion,transportation,train,crafts
52,8,2,310,part_whole,tomb,casket,arrows
52,9,3,403,similar,creature,animal,buck
52,10,3,112,cause_purpose,academics,learning,kettle
52,11,3,416,similar,preserve,keep,breaking
52,12,2,36,attribute,manhattan,busy,logs
52,13,1,55,case_relations,erase,eraser,unravel
52,14,1,135,cause_purpose,tornado,wind,booklet
52,15,3,250,contrast,keeping,leaving,lesser
52,16,1,18,attribute,cube,geometric,matrices
52,17,1,407,similar,breaking,snapping,induced
52,18,2,311,part_whole,arrows,arrowhead,prison
52,19,2,425,similar,nicer,kinder,upsetting
52,20,3,388,reference,passports,person,blueprint
53,1,1,73,case_relations,digs,grave,bang
53,2,3,165,class_inclusion,analysis,explanation,soap
53,3,2,283,non_attribute,torpedo,sluggish,disinformation
53,4,1,294,non_attribute,routine,exhilarating,zombies
53,5,3,35,attribute,films,cinematographic,yards
53,6,3,72,case_relations,smoker,pipe,bang
53,7,1,216,contrast,harder,easier,familiar
53,8,2,126,cause_purpose,meme,amusement,cars
53,9,1,270,non_attribute,fossils,modern,dwarfs
53,10,3,7,attribute,farmers,agricultural,injury
53,11,2,57,case_relations,shaves,hair,charges
53,12,2,391,reference,diagram,system,writings
53,13,2,200,class_inclusion,turtles,snapping,soap
53,14,3,349,part_whole,labour,boss,basket
53,15,2,225,contrast,growth,plateau,permits
53,16,1,226,contrast,growth,decline,advanced
53,17,3,27,attribute,scooter,electronic,woods
53,18,1,2,attribute,branches,wooden,sunshine
53,19,3,111,cause_purpose,bang,noise,boiler
53,20,1,168,class_inclusion,basket,picnic-basket,hat
54,1,2,33,attribute,taxi,callable,popcorn
54,2,1,7,attribute,farmers,agricultural,injury
54,3,3,384,reference,representatives,referent,estimates
54,4,1,375,reference,handshake,agreement,symbols
54,5,2,125,cause_purpose,journalists,articles,cavity
54,6,1,447,similar,awful,terrible,functioning
54,7,1,233,contrast,concentrated,goofed-off,advances
54,8,2,397,reference,coupon,discount,badge
54,9,3,219,contrast,growth,shrinkage,fat
54,10,3,259,non_attribute,error,correct,fairytale
54,11,1,47,attribute,song,audible,parties
54,12,2,371,reference,listing,property,catalog
54,13,1,493,space_time,disneyland,lines,lakes
54,14,2,477,space_time,meeting,notes,conferences
54,15,3,312,part_whole,crafts,material,profile
54,16,2,357,reference,census,population,memoir
54,17,3,414,similar,wounded,hurt,nicer
54,18,3,291,non_attribute,dwarfs,giant,enemies
54,19,1,243,contrast,functional,faulty,lies
54,20,2,450,similar,upsetting,disturbing,predicted
55,1,3,156,class_inclusion,capability,athleticism,relationship
55,2,3,77,case_relations,eat,brunch,sketch
55,3,2,314,part_whole,demonstration,example,countryside
55,4,2,218,contrast,smooth,rough,ending
55,5,3,268,non_attribute,land,liquid,rains
55,6,2,167,class_inclusion,craftsmen,blacksmith,tier
55,7,2,441,similar,estimate,conjecture,delight
55,8,3,347,part_whole,storage,shelf,spacecraft
55,9,1,339,part_whole,analysis,description,portfolio
55,10,3,159,class_inclusion,sport,badminton,instrumentation
55,11,1,480,space_time,neighborhoods,homes,holidays
55,12,2,363,reference,notes,material,report
55,13,1,413,similar,preserve,store,predicted
55,14,2,474,space_time,conferences,meetings,village
55,15,1,408,similar,pretend,play,estimate
55,16,3,241,contrast,depart,come,functional
55,17,2,15,attribute,cowboy,texan,fires
55,18,1,365,reference,bets,opinion,diagram
55,19,1,212,contrast,feminine,masculine,contracts
55,20,3,108,cause_purpose,batteries,charging,oder
56,1,2,62,case_relations,crabs,claw,leaking
56,2,1,129,cause_purpose,waste,disposal,wineries
56,3,1,419,similar,preserve,jelly,tough
56,4,2,84,case_relations,broadcast,signal,canceling
56,5,2,127,cause_purpose,kettle,tea,sketch
56,6,2,135,cause_purpose,tornado,wind,booklet
56,7,1,433,similar,functioning,working,wondering
56,8,2,201,contrast,intellectual,stupid,functional
56,9,3,272,non_attribute,dwarfs,tall,injustices
56,10,3,38,attribute,grids,organized,pumpkin
56,11,1,50,attribute,wool,itchy,cells
56,12,3,473,space_time,cities,streets,savannah
56,13,1,153,class_inclusion,fitness,flexibility,tribes
56,14,3,366,reference,symbols,objects,passports
56,15,3,225,contrast,growth,plateau,permits
56,16,2,140,cause_purpose,band,albums,stomach
56,17,3,396,reference,news,story,sirens
56,18,1,472,space_time,conferences,keynotes,space
56,19,3,248,contrast,plain,detailed,applied
56,20,1,171,class_inclusion,charts,bar-chart,section
57,1,2,463,space_time,village,road,cities
57,2,3,118,cause_purpose,alarm,waking,sickness
57,3,1,159,class_inclusion,sport,badminton,instrumentation
57,4,3,337,part_whole,earth,land,evaluation
57,5,2,420,similar,bells,jingles,picked
57,6,2,65,case_relations,businessman,meetings,digs
57,7,1,306,part_whole,instrumentation,percussion,outfit
57,8,1,276,non_attribute,alarm,soft,relic
57,9,1,103,cause_purpose,boiler,heat,movie
57,10,2,428,similar,beauty,elegance,delight
57,11,1,126,cause_purpose,meme,amusement,cars
57,12,2,498,space_time,morning,sun,subway
57,13,3,209,contrast,stays,leaves,encouraging
57,14,1,207,contrast,encouraging,discouraging,utility
57,15,1,16,attribute,rat,nocturnal,logs
57,16,3,489,space_time,colleges,professors,dock
57,17,3,258,non_attribute,nervousness,calm,gibberish
57,18,2,96,case_relations,educate,tutorial,canceling
57,19,3,480,space_time,neighborhoods,homes,holidays
57,20,2,210,contrast,broken,amended,wisdom
58,1,1,372,reference,badge,achievement,flashback
58,2,3,471,space_time,clinics,doctor,graveyard
58,3,2,262,non_attribute,injustices,fair,tornado
58,4,1,1,attribute,sirens,loud,aluminum
58,5,2,6,attribute,torpedoes,underwater,yards
58,6,2,354,reference,kilometers,distance,listing
58,7,3,278,non_attribute,disinformation,real,torpedo
58,8,1,429,similar,pretend,fake,prize
58,9,1,348,part_whole,church,steeple,arrows
58,10,2,387,reference,vouchers,credit,certifications
58,11,3,51,case_relations,poisons,murder,broadcast
58,12,1,325,part_whole,organs,lungs,storage
58,13,3,226,contrast,growth,decline,advanced
58,14,1,150,cause_purpose,microwaves,heat,snowing
58,15,3,18,attribute,cube,geometric,matrices
58,16,2,35,attribute,films,cinematographic,yards
58,17,2,369,reference,certifications,qualifications,handshake
58,18,3,338,part_whole,storage,site,worm
58,19,3,300,non_attribute,blossom,wintry,bang
58,20,2,455,space_time,holidays,present,clinics
59,1,1,107,cause_purpose,concerts,music,boiler
59,2,1,457,space_time,colleges,building,manhattan
59,3,3,490,space_time,daytime,sun,holidays
59,4,1,343,part_whole,analysis,unit,demonstration
59,5,2,69,case_relations,subscribe,channel,rains
59,6,1,100,case_relations,stamping,mail,charges
59,7,3,78,case_relations,unravel,yarn,nodded
59,8,3,179,class_inclusion,table,picnic-table,monitor
59,9,2,285,non_attribute,bang,peaceful,skyscraper
59,10,2,373,reference,flashback,event,polls
59,11,2,196,class_inclusion,charts,pie-chart,chemical
59,12,1,34,attribute,matrices,organized,diamonds
59,13,1,164,class_inclusion,sport,golf,craftsmen
59,14,3,187,class_inclusion,education,college,disasters
59,15,2,271,non_attribute,trash,clean,dust
59,16,3,205,contrast,silence,noise,advances
59,17,3,115,cause_purpose,pirates,shipwreck,lecturers
59,18,2,495,space_time,carnival,ride,weekends
59,19,3,456,space_time,daytime,sunlight,lakes
